14:10,29.74,KiB,30.54,KiB,60.29,KiB,1.65,kbit/s
14:15,30.72,KiB,30.63,KiB,61.36,KiB,1.68,kbit/s
14:20,28.55,KiB,28.03,KiB,56.58,KiB,1.54,kbit/s
14:25,30.18,KiB,29.62,KiB,59.80,KiB,1.63,kbit/s
14:30,33.56,KiB,34.67,KiB,68.23,KiB,1.86,kbit/s
14:35,29.73,KiB,29.62,KiB,59.35,KiB,1.62,kbit/s
14:40,26.98,KiB,26.87,KiB,53.85,KiB,1.47,kbit/s
14:45,32.06,KiB,33.04,KiB,65.10,KiB,1.78,kbit/s
14:50,27.49,KiB,28.42,KiB,55.91,KiB,1.53,kbit/s
14:55,31.69,KiB,31.49,KiB,63.18,KiB,1.73,kbit/s
15:00,21.96,KiB,21.46,KiB,43.42,KiB,1.19,kbit/s
15:05,35.36,KiB,35.41,KiB,70.77,KiB,1.93,kbit/s
15:10,23.42,KiB,22.45,KiB,45.87,KiB,1.25,kbit/s
15:15,40.08,KiB,39.85,KiB,79.93,KiB,2.18,kbit/s
15:20,22.05,KiB,21.48,KiB,43.53,KiB,1.19,kbit/s
15:25,36.62,KiB,36.20,KiB,72.82,KiB,1.99,kbit/s
15:30,20.18,KiB,19.75,KiB,39.93,KiB,1.09,kbit/s
15:35,37.84,KiB,37.46,KiB,75.29,KiB,2.06,kbit/s
15:40,20.22,KiB,19.81,KiB,40.03,KiB,1.09,kbit/s
15:45,37.55,KiB,39.13,KiB,76.68,KiB,2.09,kbit/s
15:50,23.14,KiB,24.63,KiB,47.77,KiB,1.30,kbit/s
15:55,37.16,KiB,36.96,KiB,74.11,KiB,2.02,kbit/s
16:00,21.82,KiB,21.40,KiB,43.22,KiB,1.18,kbit/s
16:05,39.97,KiB,41.83,KiB,81.80,KiB,2.23,kbit/s
16:10,23.92,KiB,24.13,KiB,48.05,KiB,1.31,kbit/s
16:15,40.86,KiB,42.88,KiB,83.74,KiB,2.29,kbit/s
16:20,22.90,KiB,23.32,KiB,46.21,KiB,1.26,kbit/s
16:25,38.21,KiB,37.63,KiB,75.84,KiB,2.07,kbit/s
16:30,21.23,KiB,20.90,KiB,42.12,KiB,1.15,kbit/s
16:35,39.95,KiB,40.92,KiB,80.87,KiB,2.21,kbit/s
16:40,23.14,KiB,23.64,KiB,46.78,KiB,1.28,kbit/s
16:45,37.30,KiB,37.35,KiB,74.65,KiB,2.04,kbit/s
16:50,21.02,KiB,21.04,KiB,42.06,KiB,1.15,kbit/s
16:55,39.64,KiB,39.60,KiB,79.24,KiB,2.16,kbit/s
17:00,25.55,KiB,27.04,KiB,52.59,KiB,1.44,kbit/s
17:05,36.12,KiB,36.30,KiB,72.43,KiB,1.98,kbit/s
17:10,24.23,KiB,24.76,KiB,48.99,KiB,1.34,kbit/s
17:15,38.23,KiB,38.24,KiB,76.47,KiB,2.09,kbit/s
17:20,19.26,KiB,18.94,KiB,38.19,KiB,1.04,kbit/s
17:25,44.03,KiB,46.15,KiB,90.19,KiB,2.46,kbit/s
17:30,21.41,KiB,21.78,KiB,43.19,KiB,1.18,kbit/s
17:35,38.34,KiB,38.47,KiB,76.81,KiB,2.10,kbit/s
17:40,19.87,KiB,19.50,KiB,39.37,KiB,1.07,kbit/s
17:45,38.68,KiB,39.46,KiB,78.15,KiB,2.13,kbit/s
17:50,22.64,KiB,23.73,KiB,46.37,KiB,1.27,kbit/s
17:55,40.11,KiB,39.87,KiB,79.99,KiB,2.18,kbit/s
18:00,22.10,KiB,22.21,KiB,44.31,KiB,1.21,kbit/s
18:05,35.80,KiB,35.92,KiB,71.71,KiB,1.96,kbit/s
18:10,23.26,KiB,23.83,KiB,47.09,KiB,1.28,kbit/s
18:15,40.67,KiB,42.12,KiB,82.79,KiB,2.26,kbit/s
18:20,21.50,KiB,23.05,KiB,44.55,KiB,1.22,kbit/s
18:25,43.19,KiB,43.76,KiB,86.95,KiB,2.37,kbit/s
18:30,14.77,KiB,14.36,KiB,29.14,KiB,795.00,bit/s
18:35,41.04,KiB,41.98,KiB,83.02,KiB,2.27,kbit/s
18:40,16.49,KiB,16.55,KiB,33.04,KiB,902.00,bit/s
18:45,42.27,KiB,42.78,KiB,85.05,KiB,2.32,kbit/s
18:50,17.08,KiB,17.28,KiB,34.36,KiB,938.00,bit/s
18:55,49.30,KiB,52.17,KiB,101.47,KiB,2.77,kbit/s
19:00,25.60,KiB,26.67,KiB,52.27,KiB,1.43,kbit/s
19:05,41.38,KiB,42.53,KiB,83.91,KiB,2.29,kbit/s
19:10,17.60,KiB,16.42,KiB,34.02,KiB,928.00,bit/s
19:15,45.63,KiB,49.09,KiB,94.72,KiB,2.59,kbit/s
19:20,17.35,KiB,16.93,KiB,34.28,KiB,936.00,bit/s
19:25,41.04,KiB,40.68,KiB,81.72,KiB,2.23,kbit/s
19:30,20.06,KiB,20.04,KiB,40.10,KiB,1.09,kbit/s
19:35,41.44,KiB,42.72,KiB,84.16,KiB,2.30,kbit/s
19:40,19.70,KiB,19.79,KiB,39.49,KiB,1.08,kbit/s
19:45,41.41,KiB,42.48,KiB,83.89,KiB,2.29,kbit/s
19:50,22.41,KiB,23.62,KiB,46.04,KiB,1.26,kbit/s
19:55,42.84,KiB,43.91,KiB,86.75,KiB,2.37,kbit/s
20:00,21.42,KiB,21.64,KiB,43.06,KiB,1.18,kbit/s
20:05,37.30,KiB,37.48,KiB,74.78,KiB,2.04,kbit/s
20:10,25.02,KiB,26.34,KiB,51.36,KiB,1.40,kbit/s
