14:10,38.81,KiB,59.18,KiB,97.99,KiB,2.67,kbit/s
14:15,38.60,KiB,59.10,KiB,97.71,KiB,2.67,kbit/s
14:20,39.75,KiB,60.10,KiB,99.85,KiB,2.73,kbit/s
14:25,37.62,KiB,58.36,KiB,95.97,KiB,2.62,kbit/s
14:30,38.71,KiB,58.98,KiB,97.69,KiB,2.67,kbit/s
14:35,37.72,KiB,58.50,KiB,96.22,KiB,2.63,kbit/s
14:40,38.38,KiB,58.95,KiB,97.33,KiB,2.66,kbit/s
14:45,38.26,KiB,58.99,KiB,97.25,KiB,2.65,kbit/s
14:50,38.09,KiB,58.74,KiB,96.83,KiB,2.64,kbit/s
14:55,40.78,KiB,61.31,KiB,102.09,KiB,2.79,kbit/s
15:00,37.10,KiB,57.72,KiB,94.82,KiB,2.59,kbit/s
15:05,38.63,KiB,59.35,KiB,97.98,KiB,2.67,kbit/s
15:10,53.02,KiB,65.26,KiB,118.29,KiB,3.23,kbit/s
15:15,42.92,KiB,63.77,KiB,106.69,KiB,2.91,kbit/s
15:20,37.56,KiB,58.33,KiB,95.90,KiB,2.62,kbit/s
15:25,39.89,KiB,60.70,KiB,100.59,KiB,2.75,kbit/s
15:30,39.23,KiB,57.20,KiB,96.44,KiB,2.63,kbit/s
15:35,41.39,KiB,62.35,KiB,103.75,KiB,2.83,kbit/s
15:40,36.04,KiB,57.91,KiB,93.95,KiB,2.56,kbit/s
15:45,36.34,KiB,56.94,KiB,93.27,KiB,2.55,kbit/s
15:50,41.48,KiB,61.61,KiB,103.09,KiB,2.81,kbit/s
15:55,37.86,KiB,58.56,KiB,96.41,KiB,2.63,kbit/s
16:00,40.40,KiB,61.58,KiB,101.98,KiB,2.78,kbit/s
16:05,36.80,KiB,57.31,KiB,94.11,KiB,2.57,kbit/s
16:10,41.42,KiB,62.24,KiB,103.66,KiB,2.83,kbit/s
16:15,36.91,KiB,57.50,KiB,94.41,KiB,2.58,kbit/s
16:20,40.92,KiB,61.87,KiB,102.79,KiB,2.81,kbit/s
16:25,36.91,KiB,57.30,KiB,94.22,KiB,2.57,kbit/s
16:30,40.31,KiB,60.96,KiB,101.27,KiB,2.77,kbit/s
16:35,36.94,KiB,57.58,KiB,94.52,KiB,2.58,kbit/s
16:40,40.45,KiB,61.23,KiB,101.67,KiB,2.78,kbit/s
16:45,37.81,KiB,57.93,KiB,95.74,KiB,2.61,kbit/s
16:50,38.43,KiB,60.63,KiB,99.06,KiB,2.70,kbit/s
16:55,38.82,KiB,59.75,KiB,98.57,KiB,2.69,kbit/s
17:00,39.54,KiB,60.44,KiB,99.98,KiB,2.73,kbit/s
17:05,37.47,KiB,57.69,KiB,95.16,KiB,2.60,kbit/s
17:10,39.52,KiB,60.52,KiB,100.04,KiB,2.73,kbit/s
17:15,38.79,KiB,58.95,KiB,97.73,KiB,2.67,kbit/s
17:20,38.84,KiB,59.90,KiB,98.74,KiB,2.70,kbit/s
17:25,38.30,KiB,58.41,KiB,96.71,KiB,2.64,kbit/s
17:30,38.20,KiB,59.19,KiB,97.39,KiB,2.66,kbit/s
17:35,38.63,KiB,59.17,KiB,97.80,KiB,2.67,kbit/s
17:40,38.92,KiB,60.07,KiB,98.99,KiB,2.70,kbit/s
17:45,38.19,KiB,58.48,KiB,96.66,KiB,2.64,kbit/s
17:50,37.28,KiB,58.46,KiB,95.74,KiB,2.61,kbit/s
17:55,39.35,KiB,59.44,KiB,98.79,KiB,2.70,kbit/s
18:00,38.39,KiB,59.39,KiB,97.79,KiB,2.67,kbit/s
18:05,38.31,KiB,58.50,KiB,96.81,KiB,2.64,kbit/s
18:10,39.16,KiB,60.46,KiB,99.62,KiB,2.72,kbit/s
18:15,41.10,KiB,61.17,KiB,102.27,KiB,2.79,kbit/s
18:20,37.03,KiB,58.13,KiB,95.16,KiB,2.60,kbit/s
18:25,37.74,KiB,58.16,KiB,95.90,KiB,2.62,kbit/s
18:30,38.96,KiB,60.11,KiB,99.08,KiB,2.71,kbit/s
18:35,37.94,KiB,58.53,KiB,96.46,KiB,2.63,kbit/s
18:40,39.32,KiB,60.15,KiB,99.47,KiB,2.72,kbit/s
18:45,39.39,KiB,60.25,KiB,99.64,KiB,2.72,kbit/s
18:50,38.78,KiB,59.80,KiB,98.58,KiB,2.69,kbit/s
18:55,38.52,KiB,58.21,KiB,96.73,KiB,2.64,kbit/s
19:00,42.95,KiB,64.67,KiB,107.62,KiB,2.94,kbit/s
